f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,target
0.22252523335598107,-1.232496791222142,-0.1174167891002414,-2.005429798661843,-0.392759922084194,1.6934295494000136,0.9867364189024626,0.6959612553036046,-2.755682422015942,1.6463870445181081,0.48955909130277675,-0.5611389154028847,-0.6371947172595566,-0.10005044250620143,2.4560944220863052,-0.35820800513492096,-0.26147658950232244,-1.815481913319312,1.653440108825843,-0.1957917011400552,0
-0.7800313321681682,0.32724071060677784,-2.616356624618568,1.1349846506815144,-0.8551181568667101,0.13383554989646784,1.484546711496514,1.8181062078919905,3.566838035811272,-0.2936443783166309,1.4003820530953197,-1.0647388166796763,-0.10001425638690646,-1.327541166918989,1.5783990698932324,-2.28152085529724,-0.8544303630794485,1.1089808553132174,0.21620140852798844,2.0670696873861147,1
0.2050729900535626,-0.5102335058676175,-3.6632342638699726,-3.099240723784429,0.31607819215361427,-1.5806224912522557,2.387706567654169,-0.9013519426236237,1.187835150595016,-0.7946077725717768,-0.6592676037954961,0.4682086780825211,1.1994974507251512,0.47228622677401677,4.5937868015153835,-6.756428395819876,-3.7413348620356977,1.7076867171533705,1.9116638854577725,-0.649800325264628,0
1.974289886709034,2.254384149391658,2.312269265237633,0.6354988238806328,0.42794744058852835,-2.677852076001299,1.6926389634248622,-0.40742119820453704,2.025915267549917,4.150550622890794,-3.9070038910493046,0.42217000966917095,-0.06810057434217907,-0.5084916357650187,-3.459820819474255,-8.72365724763675,-0.3895231065752338,0.16866776001929132,-0.1367788670590703,-2.1553626710579175,1
0.22100506138252118,-0.37829196928606046,-0.6055303054134721,0.08796035122745938,-0.8745485241490512,-0.5066700931105197,0.5833802754978843,1.0362281268530658,0.914080457633623,0.0021722248800226662,1.7048782177597883,0.5315439034814682,0.48950260404066837,2.2906135397343066,-0.8935630144076921,1.89648059202498,1.2940922658614071,1.1837769864841015,0.5779517823440512,-1.4758537227364112,0
-1.4022500535619342,0.11681393331339085,-3.9236419833187774,-0.1931342422557455,0.8985269930814787,-0.7552661721435756,2.3551502261582318,1.0245681639858102,2.1802318594626904,-1.6139432643571672,-2.42486613466761,1.4191303199126377,-1.2284587785510324,0.8338400803418713,2.89687392599552,-1.2227232876552694,-0.6404703137361701,0.10994853833327911,-1.6270717152454592,1.3992713752333041,0
-6.455406197904287,0.3682472086321509,-13.644705524831659,-1.482918599091899,1.5809464319541704,0.5406582799630766,6.652179695697633,-0.3766841534307651,8.865671971496186,-6.37526879632258,1.2654378235921908,0.05831769207846538,-0.03269763638397336,0.68220193048217,12.856717802059686,-0.9671827901273359,-1.7724318171047866,-0.6021793504688688,-0.9223846290616873,0.9070498189055277,1
-3.737041411664561,0.7678287563714171,-5.122502157559171,-1.807027298660779,0.32047678941155466,2.0843739004436035,3.738277467306584,0.1741762564046003,1.6149153160611829,-2.6581447702258147,0.20832430551858605,2.5896047823647335,0.09742879619551134,4.001336183650052,6.788943805391518,5.685961381519628,1.7952765757921476,-1.497170935826414,-1.6861054624716796,-0.016335762353619776,0
1.2407605448798642,0.8980857552653899,1.0338392050421685,1.5526070329704442,0.003962181121075194,-1.7590297739978764,1.4663528361168832,0.30925026955243373,4.418604026845859,1.465026312973268,3.2400733840422644,0.39809475309129994,-0.7605788732891259,-1.4342308596436237,-4.703980583703971,-4.040037561644338,1.5592946678381283,0.5190327410915175,0.5091626800766724,-0.8270375650347882,1
-0.7290188532882715,1.6357651506637607,2.5559243818051014,4.114946454961334,-0.33058533845833193,3.0347354290163215,-1.4910676543467156,-1.182569388528646,0.4668321516210252,1.1071351722797682,-0.4989081160972001,-2.9110713622817745,0.015422970888983768,-3.1709377485697985,-1.9510439438205622,3.784430139399853,2.7437457784204478,2.466588009341556,0.8729219823572034,-0.1091385848457553,1
